,title,price,link
65,"HP Laptop 15, IntelÂ® Core i5-1334U,15.6-inch(39.6 cm),FHD,16GB DDR4,512GB SSD,Dual Speakers,(Windows 11, MSO,Natural Silver, 1.59 kg),15-fd0316TU  ","55,490",https://amazon.in//HP-i5-1334U-15-6-inch-Speakers-15-fd0316TU/dp/B0D4LWYWF9/ref=sr_1_123?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.MjMWbUo3yWyUdOQZRo0seOtObox_pw1ppS6fDDT5e5R0KdbTc1l0yDpykdM4cu8UxTll-iqwPuCe_lIDQT1DMmKN8XmYd31HfbCFqSDRByVXXojMvoGyZpyyqcgPXFFAvxPFcB9C1y-4yqpEKJ6YTw7cBb3Y1ham6wb_zrWsS-GbxlyZhPYiPivRSmHllwes7NCTssgjJKgNBETKD45511dFI92HtAlSr1hhurACVtU.rWk3cWgquKXk36spq_KpxavF38-9n9pwnn-N8r8HqDA&dib_tag=se&keywords=laptop&qid=1726479061&sprefix=lapto%2Caps%2C203&sr=8-123
66,"(Refurbished) HP EliteBook 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD Display/Windows 11/MS Office/WiFi/BT/Webcam/Intel Graphics)  ","20,500",https://amazon.in//Refurbished-HP-EliteBook-Display-Graphics/dp/B0CY5HYYZG/ref=sr_1_124?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.MjMWbUo3yWyUdOQZRo0seOtObox_pw1ppS6fDDT5e5R0KdbTc1l0yDpykdM4cu8UxTll-iqwPuCe_lIDQT1DMmKN8XmYd31HfbCFqSDRByVXXojMvoGyZpyyqcgPXFFAvxPFcB9C1y-4yqpEKJ6YTw7cBb3Y1ham6wb_zrWsS-GbxlyZhPYiPivRSmHllwes7NCTssgjJKgNBETKD45511dFI92HtAlSr1hhurACVtU.rWk3cWgquKXk36spq_KpxavF38-9n9pwnn-N8r8HqDA&dib_tag=se&keywords=laptop&qid=1726479061&sprefix=lapto%2Caps%2C203&sr=8-124
67,"Dell [Smartchoice]15 Thin & Light Laptop, 12th Gen Intel Core i3-1215U Processor/ 8GB + 512GB SSD/Intel UHD Graphics/15""(38 cm)FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant KB/Black/1.48kg  ","35,990",https://amazon.in//Dell-Smartchoice-i3-1215U-Processor-Spill-Resistant/dp/B0BQJ68HHC/ref=sr_1_17?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TGiKFHPBc5kv8MaX1n9XES5UphSgxH2HIqEAjIbfvzgwXR5XWXwaErW4goFGoWUUjn5Oae11Hd0gJ80kB4NPRuvo8N9OwbHpskqzjUCfWKQWrWg7BAGYsk-WSYjo4JR6a2x5IqGuESjaYB37P-AvdXzZhuUXGRmhH-LcLPgLhmkZQT8YZYPa4d1Z-uhwANOcgKZSHgUIlGv3GQ4BQvCte7Q.1uf5_WbTCr9RSHBTxcukv2Ybe1gtdaeMMgduEhRrpF4&dib_tag=se&keywords=laptop&qid=1726479030&sprefix=lapto%2Caps%2C203&sr=8-17
68,"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon graphics, Backlit KB, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU  ","45,990",https://amazon.in//HP-15-6-inch-Graphics-Speakers-ey2001AU/dp/B0C9DDN2JB/ref=sr_1_125?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.MjMWbUo3yWyUdOQZRo0seOtObox_pw1ppS6fDDT5e5R0KdbTc1l0yDpykdM4cu8UxTll-iqwPuCe_lIDQT1DMmKN8XmYd31HfbCFqSDRByVXXojMvoGyZpyyqcgPXFFAvxPFcB9C1y-4yqpEKJ6YTw7cBb3Y1ham6wb_zrWsS-GbxlyZhPYiPivRSmHllwes7NCTssgjJKgNBETKD45511dFI92HtAlSr1hhurACVtU.rWk3cWgquKXk36spq_KpxavF38-9n9pwnn-N8r8HqDA&dib_tag=se&keywords=laptop&qid=1726479061&sprefix=lapto%2Caps%2C203&sr=8-125
69,"HONOR MagicBook X14 Pro 2024, 13th Gen Intel Core i5-13420H (8GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint/1.4Kg), Gray  ","49,990",https://amazon.in//MagicBook-i5-13420H-Anti-Glare-Keyboard-Fingerprint/dp/B0CXLRP4VJ/ref=sr_1_126?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.MjMWbUo3yWyUdOQZRo0seOtObox_pw1ppS6fDDT5e5R0KdbTc1l0yDpykdM4cu8UxTll-iqwPuCe_lIDQT1DMmKN8XmYd31HfbCFqSDRByVXXojMvoGyZpyyqcgPXFFAvxPFcB9C1y-4yqpEKJ6YTw7cBb3Y1ham6wb_zrWsS-GbxlyZhPYiPivRSmHllwes7NCTssgjJKgNBETKD45511dFI92HtAlSr1hhurACVtU.rWk3cWgquKXk36spq_KpxavF38-9n9pwnn-N8r8HqDA&dib_tag=se&keywords=laptop&qid=1726479061&sprefix=lapto%2Caps%2C203&sr=8-126
70,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6"" (39.6cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/Alexa Built-in/3 Mon Game Pass/Arctic Grey/1.6Kg), 83ER008GIN  ","53,990",https://amazon.in//Lenovo-IdeaPad-i5-12450H-Backlit-83ER008GIN/dp/B0CR8XY6MG/ref=sr_1_127?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.MjMWbUo3yWyUdOQZRo0seOtObox_pw1ppS6fDDT5e5R0KdbTc1l0yDpykdM4cu8UxTll-iqwPuCe_lIDQT1DMmKN8XmYd31HfbCFqSDRByVXXojMvoGyZpyyqcgPXFFAvxPFcB9C1y-4yqpEKJ6YTw7cBb3Y1ham6wb_zrWsS-GbxlyZhPYiPivRSmHllwes7NCTssgjJKgNBETKD45511dFI92HtAlSr1hhurACVtU.rWk3cWgquKXk36spq_KpxavF38-9n9pwnn-N8r8HqDA&dib_tag=se&keywords=laptop&qid=1726479061&sprefix=lapto%2Caps%2C203&sr=8-127
71,"Acer Aspire 5 Gaming Laptop 13th Gen Intel Core i5(16GB RAM/512GB SSD/NVIDIA RTX 2050 4GB Graphics/144Hz/Win11Home)A515-58GM 15.6"" FHD Display, Steel Gray, Backlit Keyboard, Fingerprint Reader, 1.78KG  ","56,990",https://amazon.in//Acer-Graphics-Win11Home-A515-58GM-Fingerprint/dp/B0D1G7B66L/ref=sr_1_128?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.MjMWbUo3yWyUdOQZRo0seOtObox_pw1ppS6fDDT5e5R0KdbTc1l0yDpykdM4cu8UxTll-iqwPuCe_lIDQT1DMmKN8XmYd31HfbCFqSDRByVXXojMvoGyZpyyqcgPXFFAvxPFcB9C1y-4yqpEKJ6YTw7cBb3Y1ham6wb_zrWsS-GbxlyZhPYiPivRSmHllwes7NCTssgjJKgNBETKD45511dFI92HtAlSr1hhurACVtU.rWk3cWgquKXk36spq_KpxavF38-9n9pwnn-N8r8HqDA&dib_tag=se&keywords=laptop&qid=1726479061&sprefix=lapto%2Caps%2C203&sr=8-128
72,"HP Laptop 15, Intel Core Ultra 5 125H, Enhanced by AI, 15.6-inch (39.6 cm), FHD, 16GB DDR5, 512GB SSD, Intel Graphics, FPR, 1080p FHD Camera, Backlit KB (Win 11, Silver, 1.65 kg), fd1099TU  ","70,490",https://amazon.in//HP-Enhanced-15-6-inch-Graphics-fd1099TU/dp/B0D262YX9D/ref=sr_1_129?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.MjMWbUo3yWyUdOQZRo0seOtObox_pw1ppS6fDDT5e5R0KdbTc1l0yDpykdM4cu8UxTll-iqwPuCe_lIDQT1DMmKN8XmYd31HfbCFqSDRByVXXojMvoGyZpyyqcgPXFFAvxPFcB9C1y-4yqpEKJ6YTw7cBb3Y1ham6wb_zrWsS-GbxlyZhPYiPivRSmHllwes7NCTssgjJKgNBETKD45511dFI92HtAlSr1hhurACVtU.rWk3cWgquKXk36spq_KpxavF38-9n9pwnn-N8r8HqDA&dib_tag=se&keywords=laptop&qid=1726479061&sprefix=lapto%2Caps%2C203&sr=8-129
73,"Dell 15 Thin & Light Laptop, 13th Genaration Intel Core i5-1335U Processor/ 8GB/ 1TB SSD/ 15.6"" (39.62cm) FHD Display/Backlit Key Board/Silver/Win 11 + MSO'21/15 Month McAfee/ 1.66kg  ","55,990",https://amazon.in//Dell-Inspiron-i5-1335U-Processor-Light-1-66kg/dp/B0CDBTQLNJ/ref=sr_1_130?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.MjMWbUo3yWyUdOQZRo0seOtObox_pw1ppS6fDDT5e5R0KdbTc1l0yDpykdM4cu8UxTll-iqwPuCe_lIDQT1DMmKN8XmYd31HfbCFqSDRByVXXojMvoGyZpyyqcgPXFFAvxPFcB9C1y-4yqpEKJ6YTw7cBb3Y1ham6wb_zrWsS-GbxlyZhPYiPivRSmHllwes7NCTssgjJKgNBETKD45511dFI92HtAlSr1hhurACVtU.rWk3cWgquKXk36spq_KpxavF38-9n9pwnn-N8r8HqDA&dib_tag=se&keywords=laptop&qid=1726479061&sprefix=lapto%2Caps%2C203&sr=8-130
74,"(Refurbished) Lenovo ThinkPad P50 Intel Core i7-6820HQ Quad Core Processor Nvidia M1000M 4GB Graphic Laptop (32 GB DDR4 RAM/1 TB SSD/15.6"" (39.62 cm) FHD (1080p)/Windows 10/WiFi/Bluetooth/Webcam)  ","41,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4Nzk0MTM4Njg2MTQ3NzU0OjE3MjY0NzkwNjU6c3BfYXRmX25leHQ6MzAwMjYwODE4ODM4MDMyOjowOjo&url=%2FRefurbished-Lenovo-i7-6820HQ-Processor-Bluetooth%2Fdp%2FB0D9KNWX35%2Fref%3Dsr_1_129_sspa%3Fcrid%3DI0SZFAOA7OLD%26dib%3DeyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1726479065%26sprefix%3Dlapto%252Caps%252C203%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
75,"(Refurbished) Fujitsu Laptop H770 Intel QuadCore i7-7th Gen Xeon E3-1505M V6 @ 3.0 Ghz Processor4GB Nvidia Quadro M2200 Graphic (32GB RAM/2 TB SSD/15.6"" FHD (1080p)/Win 10/BT/ Numeric Keypad/ Silver)  ","43,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4Nzk0MTM4Njg2MTQ3NzU0OjE3MjY0NzkwNjU6c3BfYXRmX25leHQ6MzAwMjg2MzcwMTc0NTMyOjowOjo&url=%2FRefurbished-Fujitsu-QuadCore-E3-1505M-Processor4GB%2Fdp%2FB0DC47QGQD%2Fref%3Dsr_1_130_sspa%3Fcrid%3DI0SZFAOA7OLD%26dib%3DeyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1726479065%26sprefix%3Dlapto%252Caps%252C203%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
76,"HP Laptop 15, AMD Ryzen 5 7520U, 15.6-inch (39.6 cm), FHD, 8GB LPDDR5, 512GB SSD, Thin & light, AMD Radeon graphics, Backlit KB, Dual speakers (Win 11, MSO 2021, Silver, 1.59 kg), fc0028AU  ","39,790",https://amazon.in//HP-15-6-inch-Graphics-Speakers-fc0028AU/dp/B0BZYTPPZF/ref=sr_1_131?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM&dib_tag=se&keywords=laptop&qid=1726479065&sprefix=lapto%2Caps%2C203&sr=8-131
77,"Acer Aspire 3 Intel Core i5-1235U Processor Laptop with 35.56 cm (14"") FHD LED-Backlit IPS Display (16GB RAM/512GB SSD/Wifi 6/Intel Graphics/Win11Home) A324-51, Backlit Keyboard, Steel Gray, 1.45KG  ","37,990",https://amazon.in//Acer-Processor-LED-Backlit-Win11Home-A324-51/dp/B0D9QLPY8B/ref=sr_1_132?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM&dib_tag=se&keywords=laptop&qid=1726479065&sprefix=lapto%2Caps%2C203&sr=8-132
78,"HP Laptop 15s, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon Graphics, 720p HD Camera, Backlit KB, Thin & Light (Win 11, MSO 2021, Silver, 1.69 kg), eq2182AU  ","42,990",https://amazon.in//HP-15-6-inches-Micro-Edge-Anti-Glare-15s-eq2182AU/dp/B0B4N77Y34/ref=sr_1_18?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TGiKFHPBc5kv8MaX1n9XES5UphSgxH2HIqEAjIbfvzgwXR5XWXwaErW4goFGoWUUjn5Oae11Hd0gJ80kB4NPRuvo8N9OwbHpskqzjUCfWKQWrWg7BAGYsk-WSYjo4JR6a2x5IqGuESjaYB37P-AvdXzZhuUXGRmhH-LcLPgLhmkZQT8YZYPa4d1Z-uhwANOcgKZSHgUIlGv3GQ4BQvCte7Q.1uf5_WbTCr9RSHBTxcukv2Ybe1gtdaeMMgduEhRrpF4&dib_tag=se&keywords=laptop&qid=1726479030&sprefix=lapto%2Caps%2C203&sr=8-18
79,"Lenovo IdeaPad Slim 5 AMD Ryzen 5 7530U 14"" (35.5cm) WUXGA OLED Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Arctic Grey/1.46Kg), 82XE007DIN  ","59,190",https://amazon.in//Lenovo-IdeaPad-35-5cm-Backlit-82XE007DIN/dp/B0CHM91SJ3/ref=sr_1_133?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM&dib_tag=se&keywords=laptop&qid=1726479065&sprefix=lapto%2Caps%2C203&sr=8-133
80,"Dell 15 Thin & Light Laptop, 13th Genaration Intel Core i5-1335U Processor/ 8GB/ 1TB SSD/ 15.6"" (39.62cm) FHD Display/Backlit Key Board/Silver/Win 11 + MSO'21/15 Month McAfee/ 1.66kg  ","55,990",https://amazon.in//Dell-Inspiron-i5-1335U-Processor-Light-1-66kg/dp/B0CDBTQLNJ/ref=sr_1_134?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM&dib_tag=se&keywords=laptop&qid=1726479065&sprefix=lapto%2Caps%2C203&sr=8-134
81,"Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor/16GB/1TB SSD/15.6"" (39.62cm) FHD Display/Backlit Keyboard/Platinum Silver/Win 11 + MSO'21/15 Month McAfee/Thin & Light- 1.66kg  ","60,000",https://amazon.in//Dell-Inspiron-i5-1335U-Processor-Keyboard/dp/B0CDBNHT9L/ref=sr_1_135?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM&dib_tag=se&keywords=laptop&qid=1726479065&sprefix=lapto%2Caps%2C203&sr=8-135
82,"HP Laptop 15, 12th Gen i5-1235U, 15.6-inch (39.6 cm), FHD, Anti-Glare, 8GB DDR4, 512GB SSD, Intel Iris Xá¶± Graphics, Backlit Keyboard, Dual Speakers, (Win 11, MSO 2021, Silver, 1.69 kg), 15s-fy5007TU  ","48,490",https://amazon.in//HP-i5-1235U-15-6-inch-Anti-Glare-15s-fy5007TU/dp/B0CJBP38HR/ref=sr_1_136?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM&dib_tag=se&keywords=laptop&qid=1726479065&sprefix=lapto%2Caps%2C203&sr=8-136
83,"HP Laptop 15s AMD Ryzen 7 5700U, 15.6-inch(39.6 cm) FHD, Anti-Glare Laptop (16 GB/512 GB/AMD Radeon Graphics/Dual Speakers/Backlit KB/Win 11/1.69kg/Natural Silver, 15s-eq2084AU  ","48,900",https://amazon.in//HP-15-6-inch-Anti-glare-Graphics-15s-eq2084AU/dp/B0CRDZVKNK/ref=sr_1_137?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM&dib_tag=se&keywords=laptop&qid=1726479065&sprefix=lapto%2Caps%2C203&sr=8-137
84,"Lenovo ThinkBook 15 G5 AMD Ryzen 3 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Mineral Grey/1 Year Onsite/1.7 kg), 21JF002JIN  ","30,900",https://amazon.in//Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_138?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM&dib_tag=se&keywords=laptop&qid=1726479065&sprefix=lapto%2Caps%2C203&sr=8-138
85,"HP Pavilion 14, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, FPR, 720p HD camera, Backlit KB (Win 11, MSO 2021, Silver, 1.41 kg), dv2014TU  ","61,990",https://amazon.in//HP-Pavilion-Micro-Edge-Graphics-14-dv2014TU/dp/B0B1M9HYBT/ref=sr_1_139?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM&dib_tag=se&keywords=laptop&qid=1726479065&sprefix=lapto%2Caps%2C203&sr=8-139
86,"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/1TB SSD/6GB RTX 3050 Graphics/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG  ","65,990",https://amazon.in//Acer-Graphics-Win11Home-AL15G-52-39-62cm/dp/B0D32QRT3L/ref=sr_1_140?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM&dib_tag=se&keywords=laptop&qid=1726479065&sprefix=lapto%2Caps%2C203&sr=8-140
87,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS  ","39,990",https://amazon.in//ASUS-Vivobook-Laptop-Windows-E1504FA-NJ542WS/dp/B0BTWF2BQX/ref=sr_1_141?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM&dib_tag=se&keywords=laptop&qid=1726479065&sprefix=lapto%2Caps%2C203&sr=8-141
88,"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU  ","38,990",https://amazon.in//HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0BP2M7CCS/ref=sr_1_142?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.KNZvdkgxAZBVLPql1-kebJPlObh1OQbzPHgljQqzfZmOZ696zQFlCgU1tyNn7AcScWGBYaUYbDr7waXWVBW4KHiW1I6BT8laSIT8ShPsNUhxWcyvVnv8_MacC5GZ4M72L7by0NsKCjI-8wHclAkRsTeQbwjAey9-V4rd9qRTTgaSrWN673Dln_u3ypD_33lhPKEWY1NdxTilyz4Nz3mABFjN7aLv8KavrS6nBrzPg6Y.MSyw-s2t-XSNfGdULAlgS254HPlMgS9Mc_DU3mYW7LM&dib_tag=se&keywords=laptop&qid=1726479065&sprefix=lapto%2Caps%2C203&sr=8-142
89,"HP Laptop 15, 13th Gen Intel Core i3-1315U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Thin & light, Intel Iris Xáµ‰ graphics, Dual speakers (Win 11, MSO 2021, Silver, 1.59 kg), fd0006TU  ","40,990",https://amazon.in//HP-i3-1315U-15-6-inch-Graphics-Speakers/dp/B0C3RF3HT3/ref=sr_1_19?crid=I0SZFAOA7OLD&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TGiKFHPBc5kv8MaX1n9XES5UphSgxH2HIqEAjIbfvzgwXR5XWXwaErW4goFGoWUUjn5Oae11Hd0gJ80kB4NPRuvo8N9OwbHpskqzjUCfWKQWrWg7BAGYsk-WSYjo4JR6a2x5IqGuESjaYB37P-AvdXzZhuUXGRmhH-LcLPgLhmkZQT8YZYPa4d1Z-uhwANOcgKZSHgUIlGv3GQ4BQvCte7Q.1uf5_WbTCr9RSHBTxcukv2Ybe1gtdaeMMgduEhRrpF4&dib_tag=se&keywords=laptop&qid=1726479030&sprefix=lapto%2Caps%2C203&sr=8-19
